facial_hair,face_color,glasses,filename
1,3,0,cs11400128160295237557.csv
1,4,0,cs10073175813406486752.csv
1,9,0,cs10107596321982733738.csv
1,3,0,cs10791456410884781493.csv
1,10,0,cs11098685658313450846.csv
1,1,0,cs10186832318985259399.csv
1,7,0,cs10917347785067682276.csv
1,10,0,cs1065383144953015519.csv
1,5,0,cs11458341204717718555.csv
1,1,0,cs10545241934428646324.csv
1,1,0,cs11138575707292704876.csv
1,6,0,cs1046390063663484658.csv
1,7,0,cs10858625382480897426.csv
1,8,0,cs11454708556059892303.csv
1,4,0,cs10314862293689414122.csv
1,6,0,cs10859678734440685997.csv
1,9,0,cs1103182238496854695.csv
1,7,0,cs10713581201171695292.csv
1,8,0,cs10667676236554162607.csv
1,2,0,cs10173208652240383899.csv
0,8,1,cs10103073956764216899.csv
0,1,1,cs10621785391748364082.csv
0,3,1,cs10644434576756698640.csv
0,9,1,cs11080419261594560370.csv
0,6,1,cs10505702260176044606.csv
0,0,1,cs11453481200655591633.csv
0,1,1,cs10421713129429605928.csv
0,7,1,cs10344862867018114012.csv
0,4,1,cs10616925245479536826.csv
0,1,1,cs10963423523040746182.csv
0,3,1,cs10052235956790101085.csv
0,7,1,cs11221699739863015482.csv
0,2,1,cs1138000513460143535.csv
0,4,1,cs10491687373969240226.csv
0,9,1,cs11263653016270197764.csv
0,5,1,cs11406668673054471144.csv
0,10,1,cs1033975283788691816.csv
0,5,1,cs10684221059265185807.csv
0,9,1,cs11185120066334161047.csv
0,0,1,cs10350268824017578975.csv
0,3,1,cs11177694188813087954.csv
0,9,1,cs10515488766957482142.csv
0,10,1,cs102996970073821635.csv
0,8,1,cs10728655168061454876.csv
0,4,1,cs10918308417250852797.csv
0,6,1,cs11256006463625673393.csv
0,0,1,cs11405054776121109559.csv
0,6,1,cs10665393931138844105.csv
0,9,1,cs10557015068691828314.csv
0,3,1,cs10186983144779316387.csv
0,2,1,cs11488846002088682819.csv
0,8,1,cs1051701907529607458.csv
0,9,1,cs10557855277120874567.csv
0,3,1,cs11379340135126119738.csv
0,0,1,cs11187480135739761231.csv
0,2,1,cs10695297178962991344.csv
0,8,1,cs10628494516399142243.csv
0,10,1,cs11373138585514424067.csv
0,8,1,cs10392864171085529207.csv
0,8,1,cs10284627960211481826.csv
0,5,1,cs10437647156314311945.csv
0,8,1,cs11116680691557623490.csv
0,7,1,cs10529905935094083179.csv
0,5,1,cs10186690186932930913.csv
0,4,1,cs10620958673092823597.csv
0,10,1,cs10895155168913457378.csv
0,0,1,cs1140157918240626641.csv
0,10,1,cs10488423271378491645.csv
0,4,1,cs10548195726409413092.csv
0,6,1,cs10628763171692040129.csv
0,3,1,cs11343239712674206974.csv
0,1,1,cs10423579839744139007.csv
0,6,1,cs11320064326571583333.csv
0,7,1,cs11208784646692806154.csv
0,7,1,cs10305226032414363432.csv
0,0,1,cs11329202856731674699.csv
0,5,1,cs11113413949756076447.csv
0,1,1,cs10704187086790035420.csv
0,6,1,cs10291591572854677370.csv
0,2,1,cs10340451254710411756.csv
0,6,1,cs10488344736242399489.csv
0,10,1,cs1054053263670925656.csv
0,7,1,cs11173466591710808595.csv
0,8,1,cs10073872129919170315.csv
0,9,1,cs10309128200518651326.csv
0,2,1,cs11087274404809165632.csv
0,3,1,cs11226213782545244725.csv
0,7,1,cs10176531120902556424.csv
0,9,1,cs11234043561188358523.csv
0,8,1,cs10519993684738318880.csv
0,1,1,cs11390097518738471221.csv
0,8,1,cs11410190388093596133.csv
0,4,1,cs11215787050985104839.csv
0,3,1,cs11214683171433145300.csv
0,2,1,cs10029890181518123862.csv
0,7,1,cs10997529395063342749.csv
0,1,1,cs11414792866974014270.csv
0,8,1,cs10002280131574610864.csv
0,5,1,cs11478317264673732841.csv
0,6,1,cs1038586933705244323.csv
0,8,1,cs104551932686398700.csv
0,0,1,cs10267052020921530082.csv
0,5,1,cs11091581658648393490.csv
0,7,1,cs10869085889994044353.csv
0,4,1,cs10141768760660508223.csv
0,5,1,cs11349290080460720696.csv
0,3,1,cs10645799376332114517.csv
0,7,1,cs10663483172168823037.csv
0,4,1,cs10918643770181287644.csv
0,3,1,cs10150016446801177237.csv
0,10,1,cs1087418219795652564.csv
0,1,1,cs11267072576167212837.csv
0,5,1,cs10057558761733417725.csv
0,4,1,cs11343843623021488353.csv
0,6,1,cs10112995321912255104.csv
0,10,1,cs10182960110964335884.csv
0,10,1,cs10791696015186683654.csv
0,4,1,cs10667411177221161190.csv
0,9,1,cs11336111271264350395.csv
0,4,1,cs10199080822171377306.csv
0,1,1,cs1007689036577283221.csv
0,5,1,cs1043712748331193530.csv
0,4,1,cs11050345899386540988.csv
0,6,1,cs1003719079133541301.csv
0,9,1,cs11298760944539041467.csv
0,3,1,cs10022900832800133147.csv
0,0,1,cs10373674238389630859.csv
0,2,1,cs11412527572048142553.csv
0,3,1,cs10877891782499950419.csv
0,9,1,cs10907151380698170289.csv
0,9,1,cs10189317585052974991.csv
0,3,1,cs10888320696227496945.csv
0,3,1,cs10510653387980515990.csv
0,1,1,cs11265723927602677926.csv
0,7,1,cs10637041650966578111.csv
0,7,1,cs10799268448640723689.csv
0,4,1,cs10501922393764180689.csv
0,9,1,cs11132915529795678766.csv
0,2,1,cs10886537263642660234.csv
0,3,1,cs11012554940374485914.csv
0,0,1,cs11085872369128119173.csv
0,0,1,cs10464258397605423624.csv
0,2,1,cs11292627666970104411.csv
0,0,1,cs10231371923589184801.csv
0,8,1,cs10686090891098580149.csv
0,7,1,cs11033533455197473334.csv
0,0,1,cs10026285113990096267.csv
0,5,1,cs10357918821903199737.csv
0,9,1,cs10197669886458657416.csv
0,9,1,cs10995505758545647542.csv
0,8,1,cs1108527716788089552.csv
0,7,1,cs10400232370656864384.csv
0,4,1,cs10258299130198470107.csv
0,8,1,cs11059598356122616964.csv
0,4,1,cs10068754346360010256.csv
0,5,1,cs10505423446033972537.csv
0,5,1,cs11251350326461413124.csv
0,1,1,cs11353922047239823269.csv
0,5,1,cs11114770170276245851.csv
0,0,1,cs11380025015742357848.csv
0,5,1,cs11362494115355220117.csv
0,0,1,cs11211896980402287906.csv
0,5,1,cs10076735229198178046.csv
0,6,1,cs10688538465393334503.csv
0,4,1,cs10270141470057865094.csv
0,9,1,cs10597590321342311603.csv
0,2,1,cs10494236541100855732.csv
0,3,1,cs10468520046306474897.csv
0,2,1,cs10306603921547503043.csv
0,5,1,cs1137344305685427564.csv
0,10,1,cs11365562154569084420.csv
0,7,1,cs10315697527914143166.csv
0,8,1,cs10652210901744450886.csv
0,1,1,cs1028169833316345267.csv
0,9,1,cs10668598014458314985.csv
0,9,1,cs11351418855211318441.csv
0,3,1,cs1131320435372580037.csv
0,10,1,cs10785917803233406821.csv
0,3,1,cs11414993989953505790.csv
0,7,1,cs10698564659073196546.csv
0,8,1,cs11056244455021377203.csv
0,9,1,cs1001284411639126213.csv
0,8,1,cs10576979554157754963.csv
0,5,1,cs10459298243008013066.csv
0,5,1,cs10669531861497704618.csv
0,7,1,cs10281742164369551293.csv
0,9,1,cs11323038885848186236.csv
0,7,1,cs10093264396140558369.csv
0,8,1,cs10251530627150544946.csv
0,2,1,cs10285770890542792119.csv
0,9,1,cs10526460990444744463.csv
0,4,1,cs10621633959661110015.csv
0,6,1,cs10317680595669552252.csv
0,0,1,cs11251143335388684368.csv
0,5,1,cs10252400537084737431.csv
0,2,1,cs10278010973581727705.csv
0,5,1,cs1011578310299075886.csv
0,7,1,cs10899541597530012649.csv
0,0,1,cs1025370477613560877.csv
0,2,1,cs10522241025485988237.csv
0,7,1,cs1130494815867445409.csv
0,2,1,cs10784718076894768552.csv
0,8,1,cs10091279651247871802.csv
0,1,1,cs10014358672969446118.csv
0,9,1,cs10114938946564526318.csv
0,9,1,cs11110325622391306106.csv
0,7,1,cs11056757845471311298.csv
0,5,1,cs11092489068658820288.csv
0,9,1,cs10837554833871598780.csv
0,5,1,cs10129328696634020378.csv
0,5,1,cs11074823087352497885.csv
0,10,1,cs11097849512876782350.csv
0,2,1,cs10096121073495427689.csv
0,3,1,cs10222979414112514457.csv
0,3,1,cs11491793072939244878.csv
0,10,1,cs10941291982694771228.csv
0,7,1,cs10719914820198546256.csv
0,7,1,cs10866507462044739130.csv
0,0,1,cs11494657127895636130.csv
0,3,1,cs10920695646697484172.csv
0,0,1,cs1028534235863938309.csv
0,9,1,cs10604798763186001449.csv
0,10,1,cs10412294937479957813.csv
0,5,1,cs10278712438571984186.csv
0,6,1,cs10982947893971545561.csv
0,6,1,cs10468319185744764866.csv
0,4,1,cs10087913550273574595.csv
0,7,1,cs11393128501178718015.csv
0,0,1,cs11276459630870435611.csv
0,6,1,cs10444167790246579416.csv
0,6,1,cs11366676422208080248.csv
0,7,1,cs11304939109765917930.csv
0,6,1,cs10384269541280251607.csv
0,4,1,cs10657057986680658151.csv
0,4,1,cs10792707066315115137.csv
0,1,1,cs10234609982540658035.csv
0,3,1,cs10593188030839359572.csv
0,9,1,cs10175669870237439649.csv
0,8,1,cs11228973187413547047.csv
0,10,1,cs11407669535619186531.csv
0,9,1,cs10945349153384728355.csv
0,3,1,cs11166081050910845403.csv
0,6,1,cs10443575274441591773.csv
0,7,1,cs10271960416868893783.csv
0,3,1,cs10998426072673395324.csv
0,2,1,cs11138526702977699780.csv
0,4,1,cs1102182556602167297.csv
0,8,1,cs10667329241816898123.csv
0,7,1,cs10054217136631573698.csv
1,2,1,cs10037465983654085531.csv
1,5,1,cs10454451540009294408.csv
1,5,1,cs11395203930253096444.csv
1,1,1,cs10986254549410642716.csv
1,10,1,cs10261195931496615972.csv
1,9,1,cs10076161658415295158.csv
1,4,1,cs11103119807474063154.csv
1,6,1,cs11167948087917660714.csv
1,9,1,cs10001052814735369802.csv
1,6,1,cs10935825581053645187.csv
1,8,1,cs10784541756976093719.csv
1,1,1,cs1075216806041955603.csv
1,10,1,cs10292979181285551378.csv
1,8,1,cs11077536639248255998.csv
1,4,1,cs10190400718467828215.csv
1,7,1,cs10236764441880565376.csv
